,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_lr,param_max_epochs,param_module__activation_fct,param_module__channel_list,param_module__conv_type,param_module__dropout,param_module__fc_hidden_layers,param_module__preprocess,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
8,534.1467599868774,64.78472677228498,0.1372992992401123,0.005890525016751123,32,0.0001,2000,prelu,"[(55, None), (44, 11), (55, 11)]",temporal,0.4656537081512497,"[1936, 64]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(55, None), (44, 11), (55, 11)], 'module__conv_type': 'temporal', 'module__dropout': 0.4656537081512497, 'module__fc_hidden_layers': [1936, 64], 'module__preprocess': 'LSC'}",0.8470948012232415,0.877488514548239,0.8499234303215927,0.8581632653061224,0.01370852366682213,13,0.9571209800918836,0.9716908951798011,0.9663351185921959,0.9650489979546268,0.006017263283701164
11,551.7213965257009,4.652346883031969,0.20711263020833334,0.0030825837341598174,32,0.0001,2000,prelu,"[(36, None), (50, 1), (36, 1), (38, 1), (25, 1)]",temporal,0.40694710460893146,"[1936, 128]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(36, None), (50, 1), (36, 1), (38, 1), (25, 1)], 'module__conv_type': 'temporal', 'module__dropout': 0.40694710460893146, 'module__fc_hidden_layers': [1936, 128], 'module__preprocess': 'LSC'}",0.8608562691131498,0.8591117917304747,0.8514548238897397,0.8571428571428571,0.0040831131951938,14,0.9617151607963247,0.9586840091813313,0.954858454475899,0.958419208151185,0.002805494024269317
18,446.0391062100728,21.422725645128835,0.15525134404500326,0.0012435818061468816,32,0.0001,2000,prelu,"[(9, None), (44, 1), (63, 1), (56, 1)]",temporal,0.37847209829193124,"[1936, 64]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(9, None), (44, 1), (63, 1), (56, 1)], 'module__conv_type': 'temporal', 'module__dropout': 0.37847209829193124, 'module__fc_hidden_layers': [1936, 64], 'module__preprocess': 'LSC'}",0.8363914373088684,0.8468606431852986,0.8560490045941807,0.8464285714285714,0.008031997793526547,15,0.9479326186830015,0.9533282325937261,0.9617444529456771,0.9543351014074682,0.005683427958017939
23,597.2498184839884,58.80039366600544,0.17187372843424478,0.0004702464377855484,32,0.0001,2000,prelu,"[(15, None), (24, 3), (21, 3), (36, 3), (30, 3), (27, 3)]",regular,0.4116564254808948,"[1936, 256]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(15, None), (24, 3), (21, 3), (36, 3), (30, 3), (27, 3)], 'module__conv_type': 'regular', 'module__dropout': 0.4116564254808948, 'module__fc_hidden_layers': [1936, 256], 'module__preprocess': 'LSC'}",0.8654434250764526,0.8606431852986217,0.8024502297090352,0.8428571428571429,0.028628239043480053,16,0.9640122511485452,0.9495026778882938,0.9303749043611323,0.9479632777993238,0.013775463433211203
20,791.1151536305746,56.76957322359953,0.16655468940734863,0.021156875017513656,32,0.0001,2000,prelu,"[(36, None), (10, 1), (15, 1), (2, 1)]",temporal,0.35875008919600637,"[1936, 128]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(36, None), (10, 1), (15, 1), (2, 1)], 'module__conv_type': 'temporal', 'module__dropout': 0.35875008919600637, 'module__fc_hidden_layers': [1936, 128], 'module__preprocess': 'LSC'}",0.8318042813455657,0.8468606431852986,0.8392036753445635,0.8392857142857143,0.006147789642558484,17,0.9486983154670751,0.964804896710023,0.9586840091813313,0.9573957404528098,0.006638283767741255
4,541.914473692576,31.59775804781407,0.22518499692281088,0.04278910383553349,32,0.0001,2000,prelu,"[(9, None), (55, 1), (31, 1), (33, 1), (36, 1)]",temporal,0.34898813710120746,"[1936, 64]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(9, None), (55, 1), (31, 1), (33, 1), (36, 1)], 'module__conv_type': 'temporal', 'module__dropout': 0.34898813710120746, 'module__fc_hidden_layers': [1936, 64], 'module__preprocess': 'LSC'}",0.8394495412844036,0.8269525267993875,0.8315467075038285,0.8326530612244898,0.005162111428196687,18,0.942572741194487,0.9441469013006886,0.9311400153022188,0.9392865525991314,0.005796208384652898
10,504.9072368144989,59.02564682120634,0.19414774576822916,0.00169504566268083,32,0.0001,2000,prelu,"[(26, None), (37, 1), (24, 1), (6, 1), (36, 1)]",temporal,0.28614360515682763,"[1936, 64]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(26, None), (37, 1), (24, 1), (6, 1), (36, 1)], 'module__conv_type': 'temporal', 'module__dropout': 0.28614360515682763, 'module__fc_hidden_layers': [1936, 64], 'module__preprocess': 'LSC'}",0.8302752293577982,0.8545176110260337,0.8024502297090352,0.8290816326530612,0.021267775280173155,19,0.9494640122511485,0.9533282325937261,0.9380260137719969,0.9469394195389572,0.0064971609948170535
14,382.0452330112457,2.8428570845012358,0.12666122118631998,0.007052066889312515,32,0.0001,2000,prelu,"[(22, None), (44, 11), (11, 11)]",temporal,0.3263844140259188,"[1936, 64]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, None), (44, 11), (11, 11)], 'module__conv_type': 'temporal', 'module__dropout': 0.3263844140259188, 'module__fc_hidden_layers': [1936, 64], 'module__preprocess': 'LSC'}",0.8103975535168195,0.8759571209800919,0.7978560490045942,0.8280612244897959,0.03423963234250422,20,0.9395099540581929,0.9617444529456771,0.954858454475899,0.9520376204932562,0.009293763624517523
3,451.834509452184,32.72583043454607,0.1409456729888916,0.0004779546676316301,32,0.0001,2000,prelu,"[(9, None), (3, 3), (27, 3), (36, 3), (33, 3)]",regular,0.3718185085047538,"[1936, 128]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(9, None), (3, 3), (27, 3), (36, 3), (33, 3)], 'module__conv_type': 'regular', 'module__dropout': 0.3718185085047538, 'module__fc_hidden_layers': [1936, 128], 'module__preprocess': 'LSC'}",0.8425076452599388,0.8437978560490046,0.7871362940275651,0.8244897959183674,0.02640806296278183,21,0.9532924961715161,0.9640397857689365,0.9441469013006886,0.9538263944137136,0.00813000609333641
16,1820.8656084537506,364.54688367481566,0.28989164034525555,0.0065315050672149115,32,0.0001,2000,prelu,"[(44, None), (55, 11), (22, 11), (22, 11), (66, 11), (11, 11)]",temporal,0.5041136020670517,"[1936, 128]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(44, None), (55, 11), (22, 11), (22, 11), (66, 11), (11, 11)], 'module__conv_type': 'temporal', 'module__dropout': 0.5041136020670517, 'module__fc_hidden_layers': [1936, 128], 'module__preprocess': 'LSC'}",0.808868501529052,0.8346094946401225,0.8284839203675345,0.8239795918367347,0.010981709985542846,22,0.9234303215926493,0.9625095638867636,0.9563886763580719,0.9474428539458283,0.017162315277842007
9,1105.5807036558788,153.12828815945045,0.17619546254475912,0.0004700778604684559,32,0.0001,2000,prelu,"[(22, None), (66, 11), (22, 11), (11, 11)]",temporal,0.45951530272319996,"[1936, 64]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, None), (66, 11), (22, 11), (11, 11)], 'module__conv_type': 'temporal', 'module__dropout': 0.45951530272319996, 'module__fc_hidden_layers': [1936, 64], 'module__preprocess': 'LSC'}",0.8348623853211009,0.8116385911179173,0.8070444104134763,0.8178571428571428,0.012178937273919796,23,0.9486983154670751,0.9502677888293802,0.9625095638867636,0.9538252227277395,0.006174093600601597
21,784.932018438975,30.340631829710016,0.2526577313741048,0.00047030264365569767,32,0.0001,2000,prelu,"[(45, None), (66, 3), (33, 3), (9, 3), (18, 3), (48, 3)]",temporal,0.3423434585084801,"[1936, 64]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(45, None), (66, 3), (33, 3), (9, 3), (18, 3), (48, 3)], 'module__conv_type': 'temporal', 'module__dropout': 0.3423434585084801, 'module__fc_hidden_layers': [1936, 64], 'module__preprocess': 'LSC'}",0.8470948012232415,0.8177641653905053,0.7856049004594181,0.8168367346938775,0.025114898080755576,24,0.9494640122511485,0.946442234123948,0.9472073450650345,0.9477045304800437,0.0012827524482352396
29,824.1548166275024,70.55146075828499,0.17918737729390463,0.011526046299911972,32,0.0001,2000,prelu,"[(22, None), (11, 11), (55, 11), (55, 11), (44, 11), (11, 11)]",regular,0.42041132257500846,"[1936, 256]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, None), (11, 11), (55, 11), (55, 11), (44, 11), (11, 11)], 'module__conv_type': 'regular', 'module__dropout': 0.42041132257500846, 'module__fc_hidden_layers': [1936, 256], 'module__preprocess': 'LSC'}",0.7996941896024465,0.8039816232771823,0.8039816232771823,0.8025510204081633,0.0020216306158544746,25,0.9448698315467075,0.9303749043611323,0.9334353481254782,0.9362266946777726,0.006238025339802951
15,2409.797586043676,127.94689819204895,0.29720886548360187,0.009181625422085013,32,0.0001,2000,prelu,"[(44, None), (66, 11), (22, 11), (66, 11), (66, 11), (66, 11)]",temporal,0.6265145302204544,"[1936, 128]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(44, None), (66, 11), (22, 11), (66, 11), (66, 11), (66, 11)], 'module__conv_type': 'temporal', 'module__dropout': 0.6265145302204544, 'module__fc_hidden_layers': [1936, 128], 'module__preprocess': 'LSC'}",0.8103975535168195,0.7840735068912711,0.8085758039816233,0.8010204081632653,0.012001755360892452,26,0.9218989280245024,0.9035960214231064,0.9342004590665647,0.9198984695047244,0.012574028168811462
6,410.6299745241801,388.05026706143104,0.23431968688964844,3.371747880871523e-07,32,0.0001,2000,prelu,"[(27, None), (25, 1), (18, 1), (44, 1), (42, 1), (2, 1)]",temporal,0.3460880012635862,"[1936, 64]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(27, None), (25, 1), (18, 1), (44, 1), (42, 1), (2, 1)], 'module__conv_type': 'temporal', 'module__dropout': 0.3460880012635862, 'module__fc_hidden_layers': [1936, 64], 'module__preprocess': 'LSC'}",0.06574923547400612,0.07197549770290965,0.7993874425727412,0.3122448979591837,0.3443393800715301,27,0.0781010719754977,0.07498087222647284,0.9326702371843917,0.36191739379545407,0.4035852161886312
17,174.96387116114298,20.91531381784996,0.25498509407043457,0.020830136387272623,32,0.0001,2000,prelu,"[(12, None), (9, 1), (60, 1), (10, 1), (54, 1), (56, 1)]",temporal,0.38707775747699275,"[1936, 128]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(12, None), (9, 1), (60, 1), (10, 1), (54, 1), (56, 1)], 'module__conv_type': 'temporal', 'module__dropout': 0.38707775747699275, 'module__fc_hidden_layers': [1936, 128], 'module__preprocess': 'LSC'}",0.0764525993883792,0.07197549770290965,0.08116385911179173,0.07653061224489796,0.0037505821076079587,28,0.07580398162327719,0.07804131599081866,0.0703902065799541,0.07474516806468331,0.003212027751867632
27,183.77697451909384,25.41266010561581,0.2373655637105306,2.9736021254650284e-07,32,0.0001,2000,prelu,"[(10, None), (12, 1), (19, 1), (11, 1), (54, 1), (47, 1)]",temporal,0.42697050549192433,"[1936, 256]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(10, None), (12, 1), (19, 1), (11, 1), (54, 1), (47, 1)], 'module__conv_type': 'temporal', 'module__dropout': 0.42697050549192433, 'module__fc_hidden_layers': [1936, 256], 'module__preprocess': 'LSC'}",0.06880733944954129,0.07197549770290965,0.07963246554364471,0.07346938775510205,0.00454428542242682,29,0.07427258805513016,0.07804131599081866,0.07421576128538639,0.07550988844377841,0.001790139918158275
22,153.85963082313538,7.2290993511188795,0.2357028325398763,0.001244048929762614,32,0.0001,2000,prelu,"[(27, None), (25, 1), (18, 1), (44, 1), (42, 1), (2, 1)]",temporal,0.5207674503580694,"[1936, 128]",LSC,"{'batch_size': 32, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(27, None), (25, 1), (18, 1), (44, 1), (42, 1), (2, 1)], 'module__conv_type': 'temporal', 'module__dropout': 0.5207674503580694, 'module__fc_hidden_layers': [1936, 128], 'module__preprocess': 'LSC'}",0.07339449541284404,0.07197549770290965,0.06431852986217458,0.06989795918367347,0.003986073838194403,30,0.07427258805513016,0.07804131599081866,0.07421576128538639,0.07550988844377841,0.001790139918158275
