,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_lr,param_max_epochs,param_module__activation_fct,param_module__channel_list,param_module__conv_type,param_module__dropout,param_module__fc_hidden_layers,param_module__preprocess,param_module__temporal_attention,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
5,128.30163248380026,9.65400290834534,0.03843895594278971,0.0005351125118414675,128,0.0001,2000,prelu,"[(22, 1), (22, 1)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 1), (22, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.9067278287461774,0.9035222052067381,0.9065849923430321,0.9056122448979592,0.0014784664655920921,11,0.9732006125574273,0.973221117061974,0.9762815608263198,0.9742344301485737,0.001447564187984664
7,207.95921643575033,25.453549290276587,0.04565095901489258,0.0005002872129903345,128,0.0001,2000,prelu,"[(22, 1), (22, 1), (22, 1), (22, 1)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 1), (22, 1), (22, 1), (22, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.9204892966360856,0.8943338437978561,0.8989280245022971,0.9045918367346939,0.011405002597044179,12,0.9670750382848392,0.973221117061974,0.9755164498852333,0.9719375350773488,0.003563710097193453
16,125.2099838256836,24.812171378334227,0.04931521415710449,0.0003788291916106024,128,0.0001,2000,prelu,"[(96, 1)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(96, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.9250764525993884,0.8790199081163859,0.9081163859111792,0.9040816326530612,0.019019925984590704,13,0.9793261868300153,0.973221117061974,0.9785768936495792,0.9770413991805228,0.002718611982432693
2,221.97324617703757,16.57151909039513,0.03919831911722819,0.0004465134794731534,128,0.0001,2000,prelu,"[(11, 1), (11, 1), (11, 1)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(11, 1), (11, 1), (11, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.9113149847094801,0.891271056661562,0.9081163859111792,0.9035714285714286,0.008791888341908183,14,0.9724349157733537,0.9762815608263198,0.9808722264728386,0.9765295676908373,0.003448978932335984
15,219.67038774490356,38.889395297388305,0.051679134368896484,0.00023673728361231616,128,0.0001,2000,prelu,"[(66, 1), (66, 1), (66, 1), (66, 1)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(66, 1), (66, 1), (66, 1), (66, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.9220183486238532,0.8759571209800919,0.9065849923430321,0.9015306122448979,0.01914313767300294,15,0.9709035222052067,0.9517980107115531,0.9724560061208876,0.9650525130125492,0.00939375413106827
18,142.85356775919595,11.604499862741122,0.058364152908325195,0.0006758027790912645,128,0.0001,2000,prelu,"[(96, 1), (96, 1), (96, 1)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(96, 1), (96, 1), (96, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.9097859327217125,0.9019908116385911,0.891271056661562,0.9010204081632653,0.007590682568986077,16,0.9655436447166922,0.9785768936495792,0.9693955623565417,0.9711720335742711,0.005467070021331714
3,274.61201572418213,18.210508408820225,0.04287282625834147,0.0005043461762564664,128,0.0001,2000,prelu,"[(11, 1), (11, 1), (11, 1), (11, 1)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(11, 1), (11, 1), (11, 1), (11, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.9128440366972477,0.891271056661562,0.8973966309341501,0.9005102040816326,0.009079029678675452,17,0.9647779479326187,0.9686304514154552,0.96327467482785,0.965561024725308,0.0022555106829749857
6,164.28023870786032,15.065495474936712,0.04237906138102213,0.000655355859041408,128,0.0001,2000,prelu,"[(22, 1), (22, 1), (22, 1)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(22, 1), (22, 1), (22, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.918960244648318,0.886676875957121,0.8943338437978561,0.9,0.013776328980673214,18,0.9724349157733537,0.9686304514154552,0.9724560061208876,0.9711737911032321,0.0017984333508650914
14,173.1711378892263,16.255210362369056,0.05023646354675293,0.0008858438590084085,128,0.0001,2000,prelu,"[(66, 1), (66, 1), (66, 1)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(66, 1), (66, 1), (66, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.9143730886850153,0.889739663093415,0.891271056661562,0.898469387755102,0.01127156507267668,19,0.9601837672281777,0.9586840091813313,0.9701606732976281,0.9630094832357123,0.005093587997080378
12,142.17417740821838,23.195741606804223,0.04161850611368815,0.00022413048555564271,128,0.0001,2000,prelu,"[(66, 1)]",regular,0.4,"[1024, 128]",,,"{'batch_size': 128, 'lr': 0.0001, 'max_epochs': 2000, 'module__activation_fct': 'prelu', 'module__channel_list': [(66, 1)], 'module__conv_type': 'regular', 'module__dropout': 0.4, 'module__fc_hidden_layers': [1024, 128], 'module__preprocess': None, 'module__temporal_attention': None}",0.9143730886850153,0.889739663093415,0.888208269525268,0.8974489795918368,0.011992610682566757,20,0.9532924961715161,0.9586840091813313,0.9533282325937261,0.9551015793155245,0.002533202463356947
